ID,Label,city_name,county_name,idcard_cnt,arpu_225,busi_count,flow_mean,flow_median,flow_min,flow_max,flow_var,flow_sum,month_ids,flow_month,opposite_count,opposite_unique,voccalltype1,imeis,voc_calltype1,city_name_call,county_name_call,phone2opposite_mean,phone2opposite_median,phone2opposite_max,phone2oppo_sum_mean,phone2oppo_sum_median,phone2oppo_sum_max,call_dur_mean,call_dur_median,call_dur_max,call_dur_min,city_name_nunique,county_name_nunique,calltype_id_unique,voc_hour_mode,voc_hour_mode_count,voc_hour_nunique,voc_day_mode,voc_day_mode_count,voc_day_nunique,sms_count,sms_nunique,sms_rate,calltype_2,calltype_rate,hour_mode,hour_mode_count,hour_nunique,day_mode,day_mode_count,day_nunique,max1_sms,max2_sms,max3_sms,smsbi,max1_voc,max2_voc,max3_voc,vocsum,vocbi,count1,count2,count3,count4,count5,countbi2,countbi3,countbi4,countbi5,sum1,sum2,sum3,sum4,sum5,sumbi2,sumbi3,sumbi4,sumbi5,avg1,avg2,avg3,avg4,avg5,avgbi2,avgbi3,avgbi4,avgbi5,smssum,vocsum/60,moneycha,more20count,botcount,botbi
45a3e441d56752e7384a100c0738c55e47d0219474a1f1032be286f9631b2ba1543950733c3f59ee7da805acc4e56375b72c87116cf774bac1dd55efa41741fd,0,9,49,1,14.2,2,0.025259972,0.005177498,0.002326012,0.068276405,0.001389843,0.075779915,1,0.075779915,55,22,1,1,0.018181818,1,1,2.5,1,15,168.6818182,69,795,67.47272727,52,398,8,1,1,2,11,8,16,12,5,23,90,17,5.294117647,86,0.955555556,12,18,13,18,8,24,5,5,5,0.166666667,2,2,2,55,0.109090909,2,1,0,0,0,1,0,0,0,0.00750351,0.068276405,0,0,0,1,0,0,0,0.003751755,0.068276405,0,0,0,1,0,0,0,4,0.2,13.77,,,
990e9ebfd49d9ba6b401b501db8c06f2da90e6a42c24dea27152a700137698067d1d8f6f9e9f32baa61f2207367be150cc0b7c1d0da7ad35e66d1df4602004de,0,1,10,1,66.6,64,4.662077644,0.053864002,6.48E-05,90.7212534,179.5082513,307.6971245,1,307.6971245,47,17,18,2,0.382978723,1,1,2.764705882,1,12,373.1764706,212,2860,134.9787234,38,1221,1,1,1,2,10,9,13,5,5,21,40,4,10,40,1,8,7,11,11,6,13,6,5,5,0.4,4,4,3,47,0.234042553,43,2,16,5,0,0.086956522,0.695652174,0.217391304,0,272.8725529,6.950334549,27.69447422,0.17976284,0,0.199581337,0.795256709,0.005161954,0,6.345873323,3.475167274,1.730904639,0.035952568,0,0.099790668,0.049703544,0.001032391,0,0,49.23333333,59.215,,,
953cf0cf637f45f979a0456d5e35927b9d48c270a321174ce13a26ccf8016619649dee3a74872677c5b6c59dd9d0a1a4542e53db36fb8dd7a4b8b24a8c6c00f6,1,5,38,1,,0,0,0,0,0,,0,0,,43,30,43,3,1,0,0,1.433333333,1,6,221.4,83,1641,154.4651163,58,1220,2,0,0,1,15,13,6,26,42,2,27,5,5.4,27,1,15,6,7,26,27,1,6,5,5,0.592592593,13,9,9,43,0.720930233,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.7,-16.605,43,39,0.906976744
b38ecd37633aef68770542d7854dc4a6484e6ec6c4f496dd626dca32121e8d3f31383a2621fdc60ab7ccd01771bedebee8712c05f65d43d1231cb51e1d480157,0,11,68,2,175.65,230,42.07973611,0.231505394,0.00043869,3998.425288,87598.51383,10099.13667,1,10099.13667,1357,315,593,2,0.436993368,7,26,4.307936508,1,104,575.031746,87,16941,133.4819455,66,2279,1,8,31,2,11,152,18,1,100,30,933,219,4.260273973,914,0.979635584,10,125,22,22,69,30,32,23,23,0.083601286,18,16,15,1357,0.036109064,174,9,37,20,0,0.136363636,0.560606061,0.303030303,0,9322.504246,419.5932579,330.0813789,26.9577837,0,0.540272653,0.425016224,0.034711123,0,53.57761061,46.6214731,8.92111835,1.347889185,0,0.060030295,0.011486925,0.001735556,0,19,1386.65,-34.2475,593,348,0.586846543
bd0ca49256ceeb59c3d0b76f7ebb95986a394268b41c9ee90defbf8f738f0d2da97e4573ce1e56ceaf19a6885f0e46962bd786c64fdcc8a1030f2ff4fa00996c,0,17,107,2,69,133,88.97333486,0.605023384,0.00022316,5466.695271,272581.1505,12545.24022,1,12545.24022,47,10,18,1,0.382978723,2,4,4.7,1,17,389.4,32.5,1278,82.85106383,27,1168,7,2,4,2,9,7,15,7,11,14,233,34,6.852941176,233,1,10,44,17,13,22,29,11,10,8,0.124463519,8,5,3,47,0.340425532,95,4,24,18,0,0.086956522,0.52173913,0.391304348,0,11522.48695,822.4974957,146.1555214,54.10024548,0,0.804199337,0.142903989,0.052896674,0,121.2893363,205.6243739,6.089813391,3.005569193,0,0.201049834,0.005954333,0.002938704,0,0,34.86666667,63.77,,,
0580165464ac116b1722114feb9530aee62366a91fbcb6defd05966366bd58d0eb9ab7347c0a1f4f270846e46453de5c1459ffec931e41b898c4fa2aab3a8300,0,19,1,1,23.7,127,47.65348727,0.19988203,0.000400543,4938.9554,163724.1444,7338.63704,1,7338.63704,648,92,338,1,0.521604938,1,3,7.043478261,2,103,559.2717391,136.5,11105,79.40277778,41,1686,1,1,4,2,17,88,20,29,64,30,201,49,4.102040816,194,0.965174129,10,34,17,8,21,28,8,8,5,0.104477612,14,13,12,648,0.060185185,116,7,19,12,0,0.184210526,0.5,0.315789474,0,6828.074558,163.6021643,343.6798067,3.280510902,0,0.320435148,0.673139565,0.006425288,0,58.86271171,23.37173775,18.08841088,0.273375909,0,0.04577645,0.035428398,0.000535441,0,7,532.6166667,123.1075,338,165,0.48816568
9a9a9d0f1ffa1b7787d1e0ad99630d07486faba67ce9fb8ce3aed592c0724f22ca97f93c718f8d612bd2634cc904056be5e4999083f3244cbe6f09899e1b46fd,0,19,1,1,35.7,9,4.356784734,0.007680893,0.000831604,47.71824932,206.8260553,47.92463207,1,47.92463207,95,17,54,1,0.568421053,1,1,5.588235294,2,43,926.3529412,356,4159,165.7684211,48,3056,8,1,1,2,10,16,17,6,8,23,24,9,2.666666667,22,0.916666667,12,5,9,2,5,11,5,3,2,0.416666667,4,4,3,95,0.115789474,6,2,3,0,0,0.4,0.6,0,0,47.73942566,0.165204048,0.020002365,0,0,0.891999609,0.108000391,0,0,7.956570943,0.082602024,0.006667455,0,0,0.445999804,0.03600013,0,0,2,117.1,17.935,54,24,0.444444444
3481602b120d2804ac859e2069c20d31e9c926ea2ee7ce1a853cd33e41a51a1382d2570819ef5ebc2fd07d933de040215899e18710c355eb7b4c35294fb227c2,0,17,112,2,5.99,102,127.8788742,0.096037865,0.000182152,11724.90086,1271760.62,13938.79729,1,13938.79729,72,26,33,1,0.458333333,1,1,2.769230769,2,13,283,106.5,1557,102.1944444,51,807,6,1,1,2,19,15,13,26,15,20,155,14,11.07142857,155,1,11,26,15,30,12,27,6,6,5,0.109677419,7,6,4,72,0.236111111,71,5,18,14,1,0.131578947,0.473684211,0.368421053,0.026315789,13849.26286,9.189894676,45.14878178,30.93373871,4.262010574,0.102640907,0.504261701,0.345495472,0.04760192,195.0600403,1.837978935,2.508265654,2.209552765,4.262010574,0.020528181,0.028014539,0.024678248,0.04760192,0,38.51666667,45.2125,33,16,0.484848485
57420fd0b6e8501e21a0a98bf2f20510b3b4a471473eba4635ee3d2812cbc97543078b1d0b6303b6c3c39d7901c037265c01fae10977d5d35b2400a1830ee082,0,11,132,1,24,28,0.743065865,0.214484215,0.000105858,11.45854664,4.177364198,23.03504181,1,23.03504181,1,1,1,1,1,1,1,1,1,1,16,16,16,16,16,16,16,1,1,1,17,1,1,7,1,1,74,9,8.222222222,74,1,15,11,14,8,11,22,6,5,3,0.189189189,1,0,0,1,1,19,3,8,0,1,0.25,0.666666667,0,0.083333333,20.67346001,0.783893585,1.361546516,0,0.216141701,0.331935817,0.576540061,0,0.091524122,1.088076842,0.261297862,0.170193315,0,0.216141701,0.110645272,0.072067508,0,0.091524122,0,0.266666667,23.96,,,
d08918e02ee13d14cc1d696a76382627ccb82f7e792e4a8ac48595d58589585c8dfb0969b78eece5f487eb87a276266911fee7302c2f249901139e7ea422f3c6,0,11,134,2,1.55,10,0.19546977,0.012952805,0.005314827,1.29510498,0.161334526,2.150167465,1,2.150167465,1,1,1,1,1,0,0,1,1,1,9,9,9,9,9,9,9,0,0,1,13,1,1,25,1,1,50,8,6.25,50,1,13,35,7,25,41,6,35,4,2,0.82,1,0,0,1,1,8,1,1,0,1,0.333333333,0.333333333,0,0.333333333,2.119423866,0.012475967,0.012952805,0,0.005314827,0.405806992,0.42131712,0,0.172875888,0.264927983,0.012475967,0.012952805,0,0.005314827,0.405806992,0.42131712,0,0.172875888,0,0.15,10.5275,,,
1e618980495cfe906d73b43fe7f0db59d29011d811b3b45c510cfedbcf37367247bd851df1c0c122079261eddb13d0d59f1685ae14859edab7c36d5ccd997f33,0,11,133,2,66.8,229,129.1223302,0.594516754,0.000775337,15726.46084,1096805.311,32409.70488,1,32409.70488,315,143,179,1,0.568253968,3,8,2.202797203,1,31,414.4895105,107,8328,188.1650794,65,2337,4,3,11,2,11,41,15,20,22,30,482,85,5.670588235,386,0.800829876,22,49,20,3,60,28,24,19,17,0.124481328,7,5,5,315,0.053968254,188,10,32,19,2,0.158730159,0.507936508,0.301587302,0.031746032,15278.41469,583.6081104,16496.20666,43.84425926,7.631158829,0.034066793,0.962928447,0.002559309,0.000445451,81.26816325,58.36081104,515.5064581,2.307592593,3.815579414,0.003406679,0.030091514,0.0001347,0.000222726,81,621.95,-34.5925,179,117,0.653631285
931008a3d6ca00e8f195941ee9da19397b7773489b6b74c6164602d612ed06b5fe01130816cd3e973689572d8df3f46fc0ff629356ddfb25993ab5572367c21e,0,11,69,1,18.29,0,0,0,0,0,,0,0,,74,4,64,1,0.864864865,0,0,18.5,7.5,58,1960,382.5,6987,105.9459459,57.5,672,5,0,0,2,21,15,12,14,17,20,33,4,8.25,33,1,11,12,8,23,6,13,4,4,3,0.333333333,5,4,4,74,0.175675676,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.0833333,2.3775,64,22,0.34375
f5dd77003817e49a8216815e7327a2f5c978d9201c1fd5187f9b162b57ee2a4e0b92a896c5a56d283c8346567332e00b2eee46a1c38b65d794d772e7ea7c6464,0,11,134,1,91,184,153.3692892,0.316916466,0.000144958,12839.86704,1236292.802,29600.27281,1,29600.27281,25,11,13,1,0.52,1,1,2.272727273,2,9,192.3636364,67,1325,84.64,42,427,7,1,2,2,11,5,14,24,4,13,251,56,4.482142857,251,1,11,55,19,24,17,30,6,6,6,0.071713147,2,2,2,25,0.24,132,9,34,18,0,0.147540984,0.557377049,0.295081967,0,28782.85322,300.0947638,505.496439,11.82839203,0,0.367124505,0.618405091,0.014470404,0,218.0519183,33.34386264,14.86754232,0.65713289,0,0.040791612,0.018188385,0.000803911,0,0,18.15,88.2775,,,
070940d147a0135224a18e02f2afc3115af164c91a2335097152d13a4c8f5c6373c338725949cf38cb0f5e4d300e43f585a5a3b2f9f077df1759a6e83b983322,0,8,110,1,66.8,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,6,30,1,10,25,4,20,27,3,24,3,1,0.933333333,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.8,,,
13d98f436f163a292fb03a0ab3190e69e2ce9896ac312db2f4f9a597f47d4df237ed81bb31b065526edcc3a4fc5e58807138ae98d2ea5791bf3819188a07a18b,0,16,75,1,23.57,1,0.104307175,0.104307175,0.104307175,0.104307175,,0.104307175,1,0.104307175,23,5,18,1,0.782608696,1,1,4.6,1,17,834,259,3254,181.3043478,93,1538,2,1,1,2,10,4,11,27,4,16,258,18,14.33333333,149,0.57751938,11,107,10,8,119,11,107,101,15,0.864341085,2,1,1,23,0.173913043,1,0,0,0,0,0,0,0,0,0.104307175,0,0,0,0,0,0,0,0,0.104307175,0,0,0,0,0,0,0,0,108,55.68333333,4.4175,,,
82f843d25ed26624d614f9d80cf48807f200f387c3fb587848505b64c269cbe14e8ca3dc407d350af5bf562a7aeabb0e1dd25e3f37dae212fe1be113949fb01a,0,5,25,1,18.3,3,0.009702206,0.009474277,0.000136375,0.019723892,6.48E-05,0.038808823,1,0.038808823,30,24,3,1,0.1,1,1,1.25,1,4,96.58333333,25.5,677,77.26666667,36.5,677,7,1,1,2,9,6,11,11,7,15,117,21,5.571428571,115,0.982905983,13,19,14,8,12,25,6,6,5,0.145299145,2,2,2,30,0.2,1,1,2,0,0,0.333333333,0.666666667,0,0,0.010562897,0.019723892,0.008522034,0,0,0.698291579,0.301708421,0,0,0.010562897,0.019723892,0.004261017,0,0,0.698291579,0.15085421,0,0,2,20.21666667,15.0675,,,
789ebefb6955fdc36a24841870d025d7a07aab84853d50e69c6c6bdde8c7bab384e99ad0d7c5aafcbce979e8a2c5a9ba7530c91bcd525e34a9daaa8dbc31ef11,0,11,63,1,4,166,38.46828403,0.640835762,0.000160217,1170.678729,24772.81149,6731.949706,1,6731.949706,183,62,79,1,0.431693989,1,5,2.951612903,2,50,130.6290323,81.5,1518,44.2568306,28,419,5,1,8,2,13,24,17,30,15,29,632,63,10.03174603,565,0.893987342,16,119,19,30,54,30,27,20,19,0.10443038,6,5,4,183,0.081967213,125,6,27,16,1,0.12,0.54,0.32,0.02,5954.889749,202.4146433,510.6679878,62.71195221,1.265374184,0.260487806,0.657179646,0.080704136,0.001628413,47.63911799,33.73577388,18.91362918,3.919497013,1.265374184,0.043414634,0.024339987,0.005044008,0.001628413,0,60.81666667,30.8775,79,33,0.417721519
0ee96236cd0e8531032ea713cd479b062cb411b154d58264a1f8de0d1e73484973d31eda7929db4a761828902f89aff5b2c589e9d806def03adc803797fcb480,0,11,68,2,119.4,0,0,0,0,0,,0,0,,158,30,109,1,0.689873418,0,0,5.266666667,2,36,672.2666667,257,7691,127.6455696,58.5,1899,2,0,0,2,12,27,17,23,16,27,95,18,5.277777778,87,0.915789474,20,18,14,5,21,24,17,14,5,0.378947368,4,4,4,158,0.075949367,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,248.5333333,81.32,109,46,0.422018349
b11f4c14095332d8473e4b5ab95b38cb42707a638ca1303cdc188248657f714e1c3ad336dbc2242165afbc157fb647fc894e68df20ba93a03a7fb7112b7efbe8,0,11,69,2,89,96,24.93368793,0.185523033,0.00012207,1011.394488,15624.64842,2593.103545,1,2593.103545,55,21,18,1,0.327272727,1,2,2.619047619,1,17,666,46,4148,254.2909091,39,3462,1,1,3,2,10,9,14,25,6,26,136,39,3.487179487,136,1,11,34,16,27,18,27,16,5,5,0.191176471,3,3,2,55,0.145454545,74,3,18,9,0,0.1,0.6,0.3,0,2487.296294,42.81522655,62.24892139,0.743103027,0,0.404653047,0.588323776,0.007023177,0,33.61211208,14.27174218,3.458273411,0.082567003,0,0.134884349,0.032684654,0.000780353,0,0,44.73333333,82.29,,,
979338e2f1849a132f60e074fc28f268dd489b6f7d92843c09fbf1c0358ee146eb77af9b8246074b19dcdc5b95778eb9d7319afa9a31ed88fe70eb86beb1cd79,0,11,132,4,21.51,159,38.50512072,0.266620636,0.000254631,3476.047172,82331.14122,6468.860281,1,6468.860281,197,49,153,2,0.776649746,3,5,4.020408163,2,24,470.1020408,290,3196,116.928934,76,1091,1,3,5,2,13,27,18,15,24,29,64,12,5.333333333,64,1,13,10,11,4,7,18,6,5,5,0.25,11,9,7,197,0.137055838,117,4,29,18,0,0.078431373,0.568627451,0.352941176,0,6203.70687,136.6013508,121.4748631,7.077197075,0,0.515178554,0.458130494,0.026690952,0,53.02313564,34.1503377,4.188788381,0.393177615,0,0.128794638,0.015797603,0.001482831,0,0,295.7666667,-22.855,153,87,0.568627451
c7c644b5ee6c585fe2323dfc1cb5ca015c869e633c9778c76a53de47d21333aa5392847a82fb78c87f013f2fe61a1a39f6649c28154b7e2a9aaccf8473d1cd50,0,4,114,1,66.8,0,0,0,0,0,,0,0,,1,1,1,1,1,1,1,1,1,1,69,69,69,69,69,69,69,1,1,1,19,1,1,2,1,1,97,9,10.77777778,97,1,9,24,13,1,22,21,11,5,4,0.206185567,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,66.6275,,,
7c51ab74857c3668f19f53212125c2d6b3acb5016e6fc3922bf5589fa4286eeea155ec052b7a5b02fc5ce183db910e1268faba029130b59db45323be93f6d798,0,17,107,1,27.47,69,114.4176929,0.284388542,7.44E-05,4334.192798,302519.5794,8695.744658,1,8695.744658,13,9,7,1,0.538461538,1,1,1.444444444,1,5,340.8888889,111,1274,236,89,1274,11,1,1,2,8,3,8,3,2,11,206,8,25.75,204,0.990291262,10,35,15,3,23,29,13,7,6,0.126213592,1,1,1,13,0.230769231,49,4,15,7,1,0.148148148,0.555555556,0.259259259,0.037037037,6625.176147,298.494627,242.9852333,4.505591393,1524.58306,0.14416071,0.117351941,0.002176017,0.736311333,135.2076765,74.62365675,16.19901555,0.643655913,1524.58306,0.036040178,0.007823463,0.00031086,0.736311333,0,37.05,21.9125,,,
176dc613731ebb77cbc0885f3c24d4f5bf2d967be44975565bf9772ecf5367328edab5f945febf0a4cba27ea498d613ffcc65c1d5d76e0c8589532a086af8242,0,16,41,2,23.37,123,47.86716259,1.070744514,0.000556946,2942.879981,83996.0913,6126.996811,1,6126.996811,408,72,187,1,0.458333333,2,3,5.666666667,1,90,493.4166667,137.5,3569,87.07352941,36,1457,1,2,7,2,14,56,16,28,33,29,178,49,3.632653061,171,0.960674157,16,22,16,5,19,27,9,9,6,0.134831461,12,8,8,408,0.068627451,88,5,21,13,1,0.125,0.525,0.325,0.025,5881.049939,115.8174362,121.0007038,8.982646942,0.146084785,0.470904287,0.491979032,0.036522713,0.000593969,66.83011294,23.16348724,5.761938277,0.690972842,0.146084785,0.094180857,0.023427573,0.002809439,0.000593969,7,321.4166667,-25.5425,187,127,0.679144385
748eae22b8fff14432da575a9d7f9b54872bf667100e0d0d8d2411b6ff01c7b9410a09491696685be0407ead2bee4eb4faa30a6052308865f0961ae8c04eeacf,0,22,78,1,39.4,147,10.77709263,0.181804657,0.00030899,297.9068899,1342.17041,1648.895172,1,1648.895172,200,32,91,1,0.455,1,3,6.25,1,62,436.5625,79,3118,69.85,37,882,1,2,7,2,17,27,16,26,18,30,84,31,2.709677419,81,0.964285714,11,16,15,7,12,22,5,5,4,0.166666667,13,5,4,200,0.11,105,6,23,19,0,0.125,0.479166667,0.395833333,0,1422.858355,46.30129719,64.02687168,115.7086487,0,0.204839626,0.283258596,0.511901777,0,13.55103195,7.716882865,2.78377703,6.089928878,0,0.034139938,0.012315591,0.026942199,0,3,76.25,27.6625,91,44,0.483516484
b45c88e6efeb9d446ec0495f03346a6e0735f62ecc77434d0376cd3b8e313216b56ae247a68f6a9f9480e5bfd8d7076fba97872efddc6fe1a4f4b6560497308e,0,17,112,1,21,3,0.033917745,0.007078171,0.001315117,0.093359947,0.002658335,0.101753235,1,0.101753235,16,3,16,1,1,1,1,5.333333333,6,9,92.66666667,128,134,17.375,17.5,30,2,1,1,1,9,4,8,2,4,10,212,6,35.33333333,212,1,9,44,15,21,15,30,8,7,6,0.099056604,2,1,1,16,0.25,2,0,1,0,0,0,1,0,0,0.100438118,0,0.001315117,0,0,0,1,0,0,0.050219059,0,0.001315117,0,0,0,1,0,0,0,4.633333333,20.305,,,
